id,name,full_name,legal_person,manager
000001.OF,华夏成长混合,华夏成长证券投资基金,华夏基金,阳琨
000003.OF,中海可转债债券A,中海可转换债券债券型证券投资基金,中海基金,章俊
000004.OF,中海可转债债券C,中海可转换债券债券型证券投资基金,中海基金,章俊
000005.OF,嘉实增强信用定期债券,嘉实增强信用定期开放债券型证券投资基金,嘉实基金,刘宁
000006.OF,西部利得量化成长混合A,西部利得量化成长混合型发起式证券投资基金,西部利得基金,盛丰衍
000008.OF,嘉实中证500ETF联接A,嘉实中证500交易型开放式指数证券投资基金联接基金,嘉实基金,陈正宪、何如
000009.OF,易方达天天理财货币A,易方达天天理财货币市场基金,易方达基金,石大怿、刘朝阳(休产假)
000010.OF,易方达天天理财货币B,易方达天天理财货币市场基金,易方达基金,石大怿、刘朝阳(休产假)
000011.OF,华夏大盘精选混合A,华夏大盘精选证券投资基金,华夏基金,陈伟彦
000013.OF,易方达天天理财货币R,易方达天天理财货币市场基金,易方达基金,石大怿、刘朝阳(休产假)
000014.OF,华夏聚利债券,华夏聚利债券型证券投资基金,华夏基金,何家琪
000015.OF,华夏纯债债券A,华夏纯债债券型证券投资基金,华夏基金,柳万军
000016.OF,华夏纯债债券C,华夏纯债债券型证券投资基金,华夏基金,柳万军
000017.OF,财通可持续混合,财通可持续发展主题混合型证券投资基金,财通基金,夏钦
000020.OF,景顺长城品质投资混合,景顺长城品质投资混合型证券投资基金,景顺长城基金,詹成
000021.OF,华夏优势增长混合,华夏优势增长混合型证券投资基金,华夏基金,郑晓辉
000024.OF,大摩双利增强债券A,摩根士丹利华鑫双利增强债券型证券投资基金,摩根士丹利华鑫基金,葛飞、张雪(休)
000025.OF,大摩双利增强债券C,摩根士丹利华鑫双利增强债券型证券投资基金,摩根士丹利华鑫基金,葛飞、张雪(休)
000028.OF,华富安鑫债券,华富安鑫债券型证券投资基金,华富基金,张惠
000029.OF,富国宏观策略灵活配置混合A,富国宏观策略灵活配置混合型证券投资基金,富国基金,袁宜
000030.OF,长城核心优选混合,长城核心优选灵活配置混合型证券投资基金,长城基金,雷俊、王卫林
000031.OF,华夏复兴混合,华夏复兴混合型证券投资基金,华夏基金,周克平
000032.OF,易方达信用债债券A,易方达信用债债券型证券投资基金,易方达基金,胡剑、纪玲云
000033.OF,易方达信用债债券C,易方达信用债债券型证券投资基金,易方达基金,胡剑、纪玲云
000037.OF,广发景宁债券A,广发景宁纯债债券型证券投资基金,广发基金,宋倩倩
000039.OF,农银高增长混合,农银汇理低估值高增长混合型证券投资基金,农银汇理基金,张燕
000041.OF,华夏全球股票(QDII),华夏全球精选股票型证券投资基金,华夏基金,李湘杰
000042.OF,财通中证ESG100指数增强A,中证财通中国可持续发展100(ECPI ESG)指数增强型证券投资基金,财通基金,朱海东
000043.OF,嘉实美国成长股票(QDII)人民币,嘉实美国成长股票型证券投资基金,嘉实基金,张自力
000044.OF,嘉实美国成长股票(QDII)美元现汇,嘉实美国成长股票型证券投资基金,嘉实基金,张自力
000045.OF,工银产业债债券A,工银瑞信产业债债券型证券投资基金,工银瑞信基金,何秀红
000046.OF,工银产业债债券B,工银瑞信产业债债券型证券投资基金,工银瑞信基金,何秀红
000047.OF,华夏双债债券A,华夏双债增强债券型证券投资基金,华夏基金,柳万军
000048.OF,华夏双债债券C,华夏双债增强债券型证券投资基金,华夏基金,柳万军
000049.OF,中银标普全球资源等权重指数(QDII),中银标普全球精选自然资源等权重指数证券投资基金,中银基金,陈学林
000051.OF,华夏沪深300ETF联接A,华夏沪深300交易型开放式指数证券投资基金联接基金,华夏基金,张弘弢、赵宗庭
000053.OF,鹏华永诚一年定开债券,鹏华永诚一年定期开放债券型证券投资基金,鹏华基金,刘涛
000054.OF,鹏华双债增利债券,鹏华双债增利债券型证券投资基金,鹏华基金,陈大烨
000055.OF,广发纳斯达克100指数美元现汇(QDII)A,广发纳斯达克100指数证券投资基金,广发基金,刘杰
000056.OF,建信消费升级混合,建信消费升级混合型证券投资基金,建信基金,邱宇航
000057.OF,中银消费主题混合,中银消费主题混合型证券投资基金,中银基金,钱亚风云
000058.OF,国联安安泰灵活配置混合,国联安安泰灵活配置混合型证券投资基金,国联安基金,林渌、洪阳玚
000059.OF,国联安中证医药100A,国联安中证医药100指数证券投资基金,国联安基金,黄欣
000061.OF,华夏盛世混合,华夏盛世精选混合型证券投资基金,华夏基金,赵航
000063.OF,长盛电子信息主题灵活配置混合,长盛电子信息主题灵活配置混合型证券投资基金,长盛基金,朱律
000064.OF,大摩18个月定期开放债券,摩根士丹利华鑫纯债稳定增利18个月定期开放债券型证券投资基金,摩根士丹利华鑫基金,李轶
000065.OF,国富焦点驱动混合,富兰克林国海焦点驱动灵活配置混合型证券投资基金,国海富兰克林基金,赵晓东、刘晓、刘怡敏(休产假)、王莉(代)
000066.OF,诺安鸿鑫混合,诺安鸿鑫混合型证券投资基金,诺安基金,宋德舜、李迪
000067.OF,民生加银转债优选A,民生加银转债优选债券型证券投资基金,民生加银基金,关键
000068.OF,民生加银转债优选C,民生加银转债优选债券型证券投资基金,民生加银基金,关键
000069.OF,国投瑞银中高等级债券A,国投瑞银中高等级债券型证券投资基金,国投瑞银基金,宋璐
000070.OF,国投瑞银中高等级债券C,国投瑞银中高等级债券型证券投资基金,国投瑞银基金,宋璐
000071.OF,华夏恒生ETF联接(QDII)A,恒生交易型开放式指数证券投资基金联接基金,华夏基金,徐猛
000072.OF,华安稳健回报混合,华安稳健回报混合型证券投资基金,华安基金,郑可成、舒灏
000073.OF,上投摩根成长动力混合,上投摩根成长动力混合型证券投资基金,上投摩根基金,刘辉
000074.OF,工银信用纯债一年定开债券A,工银瑞信信用纯债一年定期开放债券型证券投资基金,工银瑞信基金,何秀红
000075.OF,华夏恒生ETF联接现汇(QDII),恒生交易型开放式指数证券投资基金联接基金,华夏基金,徐猛
000076.OF,华夏恒生ETF联接现钞(QDII),恒生交易型开放式指数证券投资基金联接基金,华夏基金,徐猛
000077.OF,工银信用纯债一年定开债券C,工银瑞信信用纯债一年定期开放债券型证券投资基金,工银瑞信基金,何秀红
000078.OF,工银信用纯债三个月定开债A,工银瑞信信用纯债三个月定期开放债券型证券投资基金,工银瑞信基金,朱晨杰
000079.OF,工银信用纯债三个月定开债C,工银瑞信信用纯债三个月定期开放债券型证券投资基金,工银瑞信基金,朱晨杰
000080.OF,天治可转债增强债券A,天治可转债增强债券型证券投资基金,天治基金,王洋
000081.OF,天治可转债增强债券C,天治可转债增强债券型证券投资基金,天治基金,王洋
000082.OF,嘉实研究阿尔法股票,嘉实研究阿尔法股票型证券投资基金,嘉实基金,张露、肖觅
000083.OF,汇添富消费行业混合,汇添富消费行业混合型证券投资基金,汇添富基金,胡昕炜
000084.OF,博时安盈债券A,博时安盈债券型证券投资基金,博时基金,黄海峰
000085.OF,博时安盈债券C,博时安盈债券型证券投资基金,博时基金,黄海峰
000086.OF,南方稳利1年定期开放债券A,南方稳利1年定期开放债券型证券投资基金,南方基金,何康
000087.OF,嘉实中证金边中期国债ETF联接A,嘉实中证金边中期国债交易型开放式指数证券投资基金联接基金,嘉实基金,崔思维
000088.OF,嘉实中证金边中期国债ETF联接C,嘉实中证金边中期国债交易型开放式指数证券投资基金联接基金,嘉实基金,崔思维
000089.OF,民生加银高等级信用债C,民生加银高等级信用债债券型证券投资基金,民生加银基金,李文君
000090.OF,民生加银高等级信用债A,民生加银高等级信用债债券型证券投资基金,民生加银基金,李文君
000103.OF,国泰中国企业境外高收益债券(QDII),国泰中国企业境外高收益债券型证券投资基金,国泰基金,吴向军
000104.OF,华宸未来稳健添利债券A,华宸未来稳健添利债券型证券投资基金,华宸未来基金,朱文辉
000105.OF,建信安心回报债券A,建信安心回报定期开放债券型证券投资基金,建信基金,闫晗
000106.OF,建信安心回报债券C,建信安心回报定期开放债券型证券投资基金,建信基金,闫晗
000107.OF,富国稳健增强债券A/B,富国稳健增强债券型证券投资基金,富国基金,俞晓斌
000109.OF,富国稳健增强债券C,富国稳健增强债券型证券投资基金,富国基金,俞晓斌
000110.OF,金鹰元安混合A,金鹰元安混合型证券投资基金,金鹰基金,林龙军、杨晓斌
000111.OF,易方达纯债1年定期开放债券A,易方达纯债1年定期开放债券型证券投资基金,易方达基金,李一硕
000112.OF,易方达纯债1年定期开放债券C,易方达纯债1年定期开放债券型证券投资基金,易方达基金,李一硕
000113.OF,嘉实如意宝定期债券A/B,嘉实如意宝定期开放债券型证券投资基金,嘉实基金,王立芹
000115.OF,嘉实如意宝定期债券C,嘉实如意宝定期开放债券型证券投资基金,嘉实基金,王立芹
000116.OF,嘉实丰益纯债定期债券,嘉实丰益纯债定期开放债券型证券投资基金,嘉实基金,轩璇
000117.OF,广发轮动配置混合,广发轮动配置混合型证券投资基金,广发基金,吴兴武
000118.OF,广发聚鑫债券A,广发聚鑫债券型证券投资基金,广发基金,张芊
000119.OF,广发聚鑫债券C,广发聚鑫债券型证券投资基金,广发基金,张芊
000120.OF,中银美丽中国混合,中银美丽中国混合型证券投资基金,中银基金,严菲
000121.OF,华夏永福混合A,华夏永福混合型证券投资基金,华夏基金,何家琪
000122.OF,汇添富实业债债券A,汇添富实业债债券型证券投资基金,汇添富基金,徐一恒
000123.OF,汇添富实业债债券C,汇添富实业债债券型证券投资基金,汇添富基金,徐一恒
000124.OF,华宝服务优选混合,华宝服务优选混合型证券投资基金,华宝基金,代云锋
000126.OF,招商安润混合,招商安润灵活配置混合型证券投资基金,招商基金,任琳娜
000127.OF,农银行业领先混合,农银汇理行业领先混合型证券投资基金,农银汇理基金,张峰
000128.OF,大成景安短融债券A,大成景安短融债券型证券投资基金,大成基金,张俊杰
000129.OF,大成景安短融债券B,大成景安短融债券型证券投资基金,大成基金,张俊杰
000130.OF,大成景兴信用债债券A,大成景兴信用债债券型证券投资基金,大成基金,孙丹
000131.OF,大成景兴信用债债券C,大成景兴信用债债券型证券投资基金,大成基金,孙丹
000134.OF,中信保诚嘉鸿债券A,中信保诚嘉鸿债券型证券投资基金,中信保诚基金,邢恭海
000135.OF,中信保诚嘉鸿债券C,中信保诚嘉鸿债券型证券投资基金,中信保诚基金,邢恭海
000136.OF,民生加银策略精选混合A,民生加银策略精选灵活配置混合型证券投资基金,民生加银基金,孙伟
000137.OF,民生加银岁岁增利债券A,民生加银岁岁增利定期开放债券型证券投资基金,民生加银基金,胡振仓
000138.OF,民生加银岁岁增利债券C,民生加银岁岁增利定期开放债券型证券投资基金,民生加银基金,胡振仓
000139.OF,富国国有企业债债券A/B,富国国有企业债债券型证券投资基金,富国基金,张波
000141.OF,富国国有企业债债券C,富国国有企业债债券型证券投资基金,富国基金,张波
000142.OF,融通增强收益债券A,融通增强收益债券型证券投资基金,融通基金,余志勇、王超
000143.OF,鹏华双债加利债券A,鹏华双债加利债券型证券投资基金,鹏华基金,王石千
000147.OF,易方达高等级信用债债券A,易方达高等级信用债债券型证券投资基金,易方达基金,林森
000148.OF,易方达高等级信用债债券C,易方达高等级信用债债券型证券投资基金,易方达基金,林森
000149.OF,华安双债添利债券A,华安双债添利债券型证券投资基金,华安基金,贺涛、朱才敏
000150.OF,华安双债添利债券C,华安双债添利债券型证券投资基金,华安基金,贺涛、朱才敏
000152.OF,大成景旭纯债债券A,大成景旭纯债债券型证券投资基金,大成基金,方锐
000153.OF,大成景旭纯债债券C,大成景旭纯债债券型证券投资基金,大成基金,方锐
000165.OF,国投瑞银策略精选混合,国投瑞银策略精选灵活配置混合型证券投资基金,国投瑞银基金,吉莉
000166.OF,中海信息产业精选混合,中海信息产业精选混合型证券投资基金,中海基金,姚晨曦
000167.OF,广发聚优灵活配置混合A,广发聚优灵活配置混合型证券投资基金,广发基金,张东一
000171.OF,易方达裕丰回报债券,易方达裕丰回报债券型证券投资基金,易方达基金,张清华、张雅君
000172.OF,华泰柏瑞量化增强混合A,华泰柏瑞量化增强混合型证券投资基金,华泰柏瑞基金,田汉卿
000173.OF,汇添富美丽30混合,汇添富美丽30混合型证券投资基金,汇添富基金,王栩
000174.OF,汇添富高息债债券A,汇添富高息债债券型证券投资基金,汇添富基金,徐光
000175.OF,汇添富高息债债券C,汇添富高息债债券型证券投资基金,汇添富基金,徐光
000176.OF,嘉实沪深300指数研究增强,嘉实沪深300指数研究增强型证券投资基金,嘉实基金,龙昌伦、刘斌
000179.OF,广发美国房地产指数(QDII),广发美国房地产指数证券投资基金,广发基金,叶帅
000180.OF,广发美国房地产指数现汇(QDII),广发美国房地产指数证券投资基金,广发基金,叶帅
000181.OF,景顺长城四季金利债券A,景顺长城四季金利债券型证券投资基金,景顺长城基金,彭成军
000182.OF,景顺长城四季金利债券C,景顺长城四季金利债券型证券投资基金,景顺长城基金,彭成军
000183.OF,嘉实丰益策略定期债券,嘉实丰益策略定期开放债券型证券投资基金,嘉实基金,轩璇
000184.OF,工银添福债券A,工银瑞信添福债券型证券投资基金,工银瑞信基金,郭雪松
000185.OF,工银添福债券B,工银瑞信添福债券型证券投资基金,工银瑞信基金,郭雪松
000186.OF,华泰柏瑞季季红债券,华泰柏瑞季季红债券型证券投资基金,华泰柏瑞基金,罗远航
000187.OF,华泰柏瑞丰盛纯债债券A,华泰柏瑞丰盛纯债债券型证券投资基金,华泰柏瑞基金,何子建
000188.OF,华泰柏瑞丰盛纯债债券C,华泰柏瑞丰盛纯债债券型证券投资基金,华泰柏瑞基金,何子建
000189.OF,易方达丰华债券A,易方达丰华债券型证券投资基金,易方达基金,张清华、王成、李中阳
000190.OF,中银新回报灵活配置混合A,中银新回报灵活配置混合型证券投资基金,中银基金,李建
000191.OF,富国信用债债券A/B,富国信用债债券型证券投资基金,富国基金,黄纪亮
000192.OF,富国信用债债券C,富国信用债债券型证券投资基金,富国基金,黄纪亮
000194.OF,银华信用四季红债券A,银华信用四季红债券型证券投资基金,银华基金,李丹
000195.OF,工银成长收益混合A,工银瑞信成长收益混合型证券投资基金,工银瑞信基金,张洋
000196.OF,工银成长收益混合B,工银瑞信成长收益混合型证券投资基金,工银瑞信基金,张洋
000197.OF,富国目标收益一年期纯债债券,富国目标收益一年期纯债债券型证券投资基金,富国基金,俞晓斌
000198.OF,天弘余额宝货币,天弘余额宝货币市场基金,天弘基金,王登峰、刘莹、王昌俊
000199.OF,国泰量化策略收益混合,国泰量化策略收益混合型证券投资基金,国泰基金,高崇南
000200.OF,博时岁岁增利一年定期开放债券,博时岁岁增利一年定期开放债券型证券投资基金,博时基金,鲁邦旺
000201.OF,诺安泰鑫一年定期开放债券A,诺安泰鑫一年定期开放债券型证券投资基金,诺安基金,岳帅
000203.OF,国富日日收益货币A,富兰克林国海日日收益货币市场证券投资基金,国海富兰克林基金,王莉、严婧璧
000204.OF,国富日日收益货币B,富兰克林国海日日收益货币市场证券投资基金,国海富兰克林基金,王莉、严婧璧
000205.OF,易方达投资级信用债债券A,易方达投资级信用债债券型证券投资基金,易方达基金,王晓晨
000206.OF,易方达投资级信用债债券C,易方达投资级信用债债券型证券投资基金,易方达基金,王晓晨
000207.OF,建信双债增强债券A,建信双债增强债券型证券投资基金,建信基金,彭紫云
000208.OF,建信双债增强债券C,建信双债增强债券型证券投资基金,建信基金,彭紫云
000209.OF,信诚新兴产业混合A,信诚新兴产业混合型证券投资基金,中信保诚基金,王睿、孙浩中
000210.OF,光大保德信现金宝货币A,光大保德信现金宝货币市场基金,光大保德信基金管理,沈荣
000211.OF,光大保德信现金宝货币B,光大保德信现金宝货币市场基金,光大保德信基金管理,沈荣
000212.OF,泰信鑫益定期开放A,泰信鑫益定期开放债券型证券投资基金,泰信基金,李俊江
000213.OF,泰信鑫益定期开放C,泰信鑫益定期开放债券型证券投资基金,泰信基金,李俊江
000214.OF,广发成长优选混合,广发成长优选灵活配置混合型证券投资基金,广发基金,代宇、马文文
000215.OF,广发趋势优选灵活配置混合A,广发趋势优选灵活配置混合型证券投资基金,广发基金,谭昌杰
000216.OF,华安黄金易ETF联接A,华安易富黄金交易型开放式证券投资基金联接基金,华安基金,许之彦
000217.OF,华安黄金易ETF联接C,华安易富黄金交易型开放式证券投资基金联接基金,华安基金,许之彦
000218.OF,国泰黄金ETF联接A,国泰黄金交易型开放式证券投资基金联接基金,国泰基金,艾小军
000219.OF,博时裕益混合,博时裕益灵活配置混合型证券投资基金,博时基金,周心鹏
000220.OF,富国医疗保健行业混合A,富国医疗保健行业混合型证券投资基金,富国基金,孙笑悦
000221.OF,汇添富年年利定期开放债券A,汇添富年年利定期开放债券型证券投资基金,汇添富基金,徐光
000222.OF,汇添富年年利定期开放债券C,汇添富年年利定期开放债券型证券投资基金,汇添富基金,徐光
000227.OF,华安年年红债券A,华安年年红定期开放债券型证券投资基金,华安基金,周益鸣
000235.OF,诺安稳固收益一年定期开放债券,诺安稳固收益一年定期开放债券型证券投资基金,诺安基金,裴禹翔
000236.OF,工银月月薪定期支付债券A,工银瑞信月月薪定期支付债券型证券投资基金,工银瑞信基金,张洋
000239.OF,华安年年盈定期开放债券A,华安年年盈定期开放债券型证券投资基金,华安基金,孙丽娜
000240.OF,华安年年盈定期开放债券C,华安年年盈定期开放债券型证券投资基金,华安基金,孙丽娜
000241.OF,宝盈核心优势混合C,宝盈核心优势灵活配置混合型证券投资基金,宝盈基金,李健伟
000242.OF,景顺长城策略精选灵活配置混合,景顺长城策略精选灵活配置混合型证券投资基金,景顺长城基金,张靖
000244.OF,天弘稳利定期开放A,天弘稳利定期开放债券型证券投资基金,天弘基金,柴文婷
000245.OF,天弘稳利定期开放B,天弘稳利定期开放债券型证券投资基金,天弘基金,柴文婷
000246.OF,博时月月薪定期支付债券,博时月月薪定期支付债券型证券投资基金,博时基金,陈黎
000248.OF,汇添富中证主要消费ETF联接A,汇添富中证主要消费交易型开放式指数证券投资基金联接基金,汇添富基金,吴振翔、过蓓蓓
000251.OF,工银金融地产混合A,工银瑞信金融地产行业混合型证券投资基金,工银瑞信基金,王君正、鄢耀
000252.OF,景顺长城景兴信用纯债债券A,景顺长城景兴信用纯债债券型证券投资基金,景顺长城基金,何江波
000253.OF,景顺长城景兴信用纯债债券C,景顺长城景兴信用纯债债券型证券投资基金,景顺长城基金,何江波
000254.OF,长城定期开放债券A,长城增强收益定期开放债券型证券投资基金,长城基金,张棪
000255.OF,长城定期开放债券C,长城增强收益定期开放债券型证券投资基金,长城基金,张棪
000259.OF,农银区间收益混合,农银汇理区间收益灵活配置混合型证券投资基金,农银汇理基金,魏刚
000263.OF,工银信息产业混合A,工银瑞信信息产业混合型证券投资基金,工银瑞信基金,单文
000264.OF,博时内需增长混合A,博时内需增长灵活配置混合型证券投资基金,博时基金,刘阳、陈雷
000265.OF,易方达恒久添利1年定期开放债券A,易方达恒久添利1年定期开放债券型证券投资基金,易方达基金,藏海涛
000266.OF,易方达恒久添利1年定期开放债券C,易方达恒久添利1年定期开放债券型证券投资基金,易方达基金,藏海涛
000267.OF,广发集利一年定期开放债券A,广发集利一年定期开放债券型证券投资基金,广发基金,代宇
000268.OF,广发集利一年定期开放债券C,广发集利一年定期开放债券型证券投资基金,广发基金,代宇
000270.OF,建信灵活配置混合,建信灵活配置混合型证券投资基金,建信基金,牛兴华、彭紫云
000271.OF,中邮定期开放债券A,中邮定期开放债券型证券投资基金,中邮基金,武志骁、张悦
000272.OF,中邮定期开放债券C,中邮定期开放债券型证券投资基金,中邮基金,武志骁、张悦
000273.OF,华润元大安鑫灵活配置混合A,华润元大安鑫灵活配置混合型证券投资基金,华润元大基金,罗黎军、李武群、胡永杰
000274.OF,广发亚太中高收益债券(QDII)人民币A,广发亚太中高收益债券型证券投资基金,广发基金,梁仲平
000275.OF,广发亚太中高收益债券美元现汇(QDII)A,广发亚太中高收益债券型证券投资基金,广发基金,梁仲平
000277.OF,博时双月薪定期支付债券,博时双月薪定期支付债券型证券投资基金,博时基金,陈凯杨
000279.OF,华商红利优选混合,华商红利优选灵活配置混合型证券投资基金,华商基金,邓默
000286.OF,银华信用季季红债券A,银华信用季季红债券型证券投资基金,银华基金,李丹
000289.OF,鹏华丰泰定期开放债券A,鹏华丰泰定期开放债券型证券投资基金,鹏华基金,戴钢
000290.OF,鹏华全球高收益债(QDII),鹏华全球高收益债债券型证券投资基金,鹏华基金,尤柏年
000294.OF,华安生态优先混合,华安生态优先混合型证券投资基金,华安基金,陈媛
000295.OF,鹏华丰实定期开放债券A,鹏华丰实定期开放债券型证券投资基金,鹏华基金,戴钢
000296.OF,鹏华丰实定期开放债券B,鹏华丰实定期开放债券型证券投资基金,鹏华基金,戴钢
000297.OF,鹏华可转债债券A,鹏华可转债债券型证券投资基金,鹏华基金,王石千
000298.OF,中海纯债债券A,中海纯债债券型证券投资基金,中海基金,王影峰
000299.OF,中海纯债债券C,中海纯债债券型证券投资基金,中海基金,王影峰
000300.OF,德邦德利货币A,德邦德利货币市场基金,德邦基金,范文静、韩哲昊
000301.OF,德邦德利货币B,德邦德利货币市场基金,德邦基金,范文静、韩哲昊
000305.OF,中银中高等级A,中银中高等级债券型证券投资基金,中银基金,陈玮
000306.OF,天弘弘利债券,天弘弘利债券型证券投资基金,天弘基金,赵鼎龙
000307.OF,易方达黄金ETF联接A,易方达黄金交易型开放式证券投资基金联接基金,易方达基金,FAN BING(范冰)
000308.OF,建信创新中国混合,建信创新中国混合型证券投资基金,建信基金,邵卓
000309.OF,大摩品质生活精选股票,摩根士丹利华鑫品质生活精选股票型证券投资基金,摩根士丹利华鑫基金,何晓春
000310.OF,安信永利信用A,安信永利信用定期开放债券型证券投资基金,安信基金,李君、黄琬舒
000311.OF,景顺长城沪深300指数增强,景顺长城沪深300指数增强型证券投资基金,景顺长城基金,黎海威
000312.OF,华安沪深300增强A,华安沪深300量化增强证券投资基金,华安基金,许之彦、张序
000313.OF,华安沪深300增强C,华安沪深300量化增强证券投资基金,华安基金,许之彦、张序
000314.OF,招商瑞丰灵活配置混合发起式A,招商瑞丰灵活配置混合型发起式证券投资基金,招商基金,王刚
000319.OF,泰达淘利债券A,泰达宏利淘利债券型证券投资基金,泰达宏利基金,李祥源、宋加旺
000320.OF,泰达淘利债券C,泰达宏利淘利债券型证券投资基金,泰达宏利基金,李祥源、宋加旺
000322.OF,农银汇理金汇债券A,农银汇理金汇债券型证券投资基金,农银汇理基金,马逸钧、许娅
000324.OF,华润元大现金收益货币A,华润元大现金收益货币市场基金,华润元大基金,李仆、魏晓菲、金兴健
000325.OF,华润元大现金收益货币B,华润元大现金收益货币市场基金,华润元大基金,李仆、魏晓菲、金兴健
000326.OF,南方中小盘成长股票,南方中小盘成长股票型证券投资基金,南方基金,吴剑毅
000327.OF,南方新蓝筹混合,南方潜力新蓝筹混合型证券投资基金,南方基金,吴剑毅
000328.OF,上投摩根转型动力灵活配置混合,上投摩根转型动力灵活配置混合型证券投资基金,上投摩根基金,张富盛
000329.OF,鹏华丰饶定期开放债券,鹏华丰饶定期开放债券型证券投资基金,鹏华基金,曾皓明
000330.OF,汇添富现金宝货币A,汇添富现金宝货币市场基金,汇添富基金,蒋文玲
000331.OF,中加货币A,中加货币市场基金,中加基金,魏泰源
000332.OF,中加货币C,中加货币市场基金,中加基金,魏泰源
000333.OF,长城稳固收益债券A,长城稳固收益债券型证券投资基金,长城基金,张棪
000334.OF,长城稳固收益债券C,长城稳固收益债券型证券投资基金,长城基金,张棪
000335.OF,安信永利信用C,安信永利信用定期开放债券型证券投资基金,安信基金,李君、黄琬舒
000336.OF,农银研究精选混合,农银汇理研究精选灵活配置混合型证券投资基金,农银汇理基金,赵诣
000338.OF,鹏华双债保利债券,鹏华双债保利债券型证券投资基金,鹏华基金,王石千
000339.OF,长城医疗保健混合,长城医疗保健混合型证券投资基金,长城基金,谭小兵
000341.OF,嘉实新兴市场C2(QDII),嘉实新兴市场债券型证券投资基金,嘉实基金,关子宏
000342.OF,嘉实新兴市场A1(QDII),嘉实新兴市场债券型证券投资基金,嘉实基金,关子宏
000343.OF,华夏财富宝货币A,华夏财富宝货币市场基金,华夏基金,曲波
000345.OF,鹏华丰融定期开放债券,鹏华丰融定期开放债券型证券投资基金,鹏华基金,刘涛
000346.OF,建信安心回报6个月定开A,建信安心回报6个月定期开放债券型证券投资基金,建信基金,闫晗
000347.OF,建信安心回报6个月定开C,建信安心回报6个月定期开放债券型证券投资基金,建信基金,闫晗
000351.OF,国富恒丰定期债券A,富兰克林国海岁岁恒丰定期开放债券型证券投资基金,国海富兰克林基金,王莉
000352.OF,国富恒丰定期债券C,富兰克林国海岁岁恒丰定期开放债券型证券投资基金,国海富兰克林基金,王莉
000354.OF,长盛城镇化主题混合,长盛城镇化主题混合型证券投资基金,长盛基金,代毅
000355.OF,南方丰元信用增强债券A,南方丰元信用增强债券型证券投资基金,南方基金,杜才超
000356.OF,南方丰元信用增强债券C,南方丰元信用增强债券型证券投资基金,南方基金,杜才超
000359.OF,易方达易理财货币A,易方达易理财货币市场基金,易方达基金,石大怿、刘朝阳(休产假)
000362.OF,国泰聚信价值优势灵活配置混合A,国泰聚信价值优势灵活配置混合型证券投资基金,国泰基金,程洲
000363.OF,国泰聚信价值优势灵活配置混合C,国泰聚信价值优势灵活配置混合型证券投资基金,国泰基金,程洲
000366.OF,汇添富添富通货币A,汇添富添富通货币市场基金,汇添富基金,温开强、徐寅喆
000367.OF,国泰安康定期支付混合A,国泰安康定期支付混合型证券投资基金,国泰基金,王琳
000368.OF,汇添富沪深300安中指数,汇添富沪深300安中动态策略指数型证券投资基金,汇添富基金,吴振翔
000369.OF,广发全球医疗保健(QDII),广发全球医疗保健指数证券投资基金,广发基金,叶帅
000370.OF,广发全球医疗保健美元(QDII),广发全球医疗保健指数证券投资基金,广发基金,叶帅
000371.OF,民生加银现金宝货币A,民生加银现金宝货币市场基金,民生加银基金,李文君
000372.OF,中银惠利半年定期开放债券,中银惠利纯债半年定期开放债券型证券投资基金,中银基金,奚鹏洲、范静
000373.OF,华安中证细分医药ETF联接A,华安中证细分医药交易型开放式指数证券投资基金联接基金,华安基金,苏卿云
000376.OF,华安中证细分医药ETF联接C,华安中证细分医药交易型开放式指数证券投资基金联接基金,华安基金,苏卿云
000377.OF,上投摩根双债增利债券A,上投摩根双债增利债券型证券投资基金,上投摩根基金,杨鑫
000378.OF,上投摩根双债增利债券C,上投摩根双债增利债券型证券投资基金,上投摩根基金,杨鑫
000379.OF,平安日增利货币A,平安日增利货币市场基金,平安基金,田元强
000380.OF,景顺长城景益货币A,景顺长城景益货币市场基金,景顺长城基金,陈威霖、米良
000381.OF,景顺长城景益货币B,景顺长城景益货币市场基金,景顺长城基金,陈威霖、米良
000385.OF,景顺长城景颐双利债券A,景顺长城景颐双利债券型证券投资基金,景顺长城基金,董晗、李怡文
000386.OF,景顺长城景颐双利债券C,景顺长城景颐双利债券型证券投资基金,景顺长城基金,董晗、李怡文
000389.OF,广发天天红货币A,广发天天红发起式货币市场基金,广发基金,任爽、温秀娟(产假)、曾雪兰(代)
000390.OF,华商优势行业混合,华商优势行业灵活配置混合型证券投资基金,华商基金,周海栋
000394.OF,融通通源短融债券A,融通通源短融债券型证券投资基金,融通基金,朱浩然
000395.OF,汇添富安心中国债券A,汇添富安心中国债券型证券投资基金,汇添富基金,何旻、茹奕菡
000396.OF,汇添富安心中国债券C,汇添富安心中国债券型证券投资基金,汇添富基金,何旻、茹奕菡
000397.OF,汇添富全额宝货币,汇添富全额宝货币市场基金,汇添富基金,徐寅喆
000398.OF,华富灵活配置混合,华富灵活配置混合型证券投资基金,华富基金,姚姣姣
000402.OF,工银纯债债券A,工银瑞信纯债债券型证券投资基金,工银瑞信基金,张略钊、谷衡
000403.OF,工银纯债债券B,工银瑞信纯债债券型证券投资基金,工银瑞信基金,张略钊、谷衡
000404.OF,易方达新兴成长灵活配置,易方达新兴成长灵活配置混合型证券投资基金,易方达基金,刘武
