id,name,full_name,legal_person,manager
501068.SH,AH50LOF,招商富时中国A-H50指数型证券投资基金(LOF),招商基金,许荣漫
501069.SH,质量基金LOF,华宝标普中国A股质量价值指数证券投资基金(LOF),华宝基金,张奇
501070.SH,广发睿阳,广发睿阳三年定期开放混合型证券投资基金(LOF),广发基金,傅友兴
501071.SH,泓德丰泽,泓德三年封闭运作丰泽混合型证券投资基金(LOF),泓德基金,邬传雁
501072.SH,标普红利增强LOF,国金标普中国A股低波红利指数增强证券投资基金(LOF),国金基金,宫雪
501073.SH,科创混合,华安科创主题3年封闭运作灵活配置混合型证券投资基金,华安基金,谢昌旭、朱才敏
501075.SH,科创主题,万家科创主题3年封闭运作灵活配置混合型证券投资基金,万家基金,李文宾
501076.SH,科创基金,鹏华科创主题3年封闭运作灵活配置混合型证券投资基金,鹏华基金,金笑非、李君、李韵怡
501077.SH,科创富国,富国科创主题3年封闭运作灵活配置混合型证券投资基金,富国基金,李元博、俞晓斌
501078.SH,科创配置LOF,广发科创主题3年封闭运作灵活配置混合型证券投资基金,广发基金,李巍
501079.SH,科创大成,大成科创主题3年封闭运作灵活配置混合型证券投资基金,大成基金,谢家乐
501080.SH,科创主题投资基金,中金科创主题3年封闭运作灵活配置混合型证券投资基金,中金基金,丁杨
501081.SH,科创中欧,中欧科创主题3年封闭运作灵活配置混合型证券投资基金,中欧基金,邵洁
501082.SH,科创投资LOF,博时科创主题3年封闭运作灵活配置混合型证券投资基金,博时基金,肖瑞瑾、曾鹏、黄继晨
501083.SH,科创银华,银华科创主题3年封闭运作灵活配置混合型证券投资基金,银华基金,唐能
501085.SH,财通科创3年封闭,财通科创主题3年封闭运作灵活配置混合型证券投资基金,财通基金,金梓才
501086.SH,ESG基金LOF,华宝MSCI中国A股国际通ESG通用指数证券投资基金(LOF),华宝基金,胡洁、张放
501087.SH,交银瑞丰,交银施罗德瑞丰三年封闭运作混合型证券投资基金,交银施罗德基金,王崇
501088.SH,嘉实瑞虹,嘉实瑞虹三年定期开放混合型证券投资基金,嘉实基金,洪流
501089.SH,消费红利增强LOF,方正富邦中证主要消费红利指数增强型证券投资基金(LOF),方正富邦基金,吴昊
501090.SH,消费龙头LOF,华宝中证消费龙头指数证券投资基金(LOF),华宝基金,胡洁
501091.SH,嘉实瑞熙,嘉实瑞熙三年封闭运作混合型证券投资基金,嘉实基金,洪流
501092.SH,交银瑞思,交银施罗德瑞思三年封闭运作混合型证券投资基金,交银施罗德基金,沈楠
501093.SH,华夏翔阳LOF,华夏翔阳两年定期开放混合型证券投资基金(LOF),华夏基金,蔡向阳
501095.SH,中银证券科技创新,中银证券科技创新3年封闭运作灵活配置混合型证券投资基金,中银证券,张少华
501096.SH,国联安科创,国联安科技创新3年封闭运作灵活配置混合型证券投资基金,国联安基金,潘明
501097.SH,科创国寿,国寿安保科技创新3年封闭运作灵活配置混合型证券投资基金,国寿安保基金,吴坚
501098.SH,科创建信,建信科技创新3年封闭运作灵活配置混合型证券投资基金,建信基金,姚锦、姜锋
501099.SH,平安科技创新,平安科技创新3年封闭运作灵活配置混合型证券投资基金,平安基金,李化松、翟森
501100.SH,安康,博时安康18个月定期开放债券型证券投资基金(LOF),博时基金,陈凯杨
501186.SH,华夏兴融LOF,华夏兴融灵活配置混合型证券投资基金(LOF),华夏基金,翟宇航
501188.SH,添富核心精选LOF,汇添富核心精选灵活配置混合型证券投资基金(LOF),汇添富基金,何旻、刘江、刘伟林、杨瑨
501189.SH,嘉实产业优选LOF,嘉实产业优选灵活配置混合型证券投资基金(LOF),嘉实基金,谭丽、吴悠
501200.SH,科创加银,民生加银科技创新3年封闭运作灵活配置混合型证券投资基金,民生加银基金,孙伟、王晓岩
501201.SH,科创红土,红土创新科技创新3年封闭运作灵活配置混合型证券投资基金,红土创新基金,盖俊龙
501202.SH,科创华泰,华泰紫金科技创新3年封闭运作灵活配置混合型证券投资基金,华泰证券(上海)资产管理,刘瑞
501203.SH,易方达创新未来,易方达创新未来18个月封闭运作混合型证券投资基金,易方达基金,陈皓
501205.SH,鹏华创新未来,鹏华创新未来18个月封闭运作混合型证券投资基金,鹏华基金,王宗合
501206.SH,添富创新未来,汇添富创新未来18个月封闭运作混合型证券投资基金,汇添富基金,劳杰男
501207.SH,华夏创新未来,华夏创新未来18个月封闭运作混合型证券投资基金,华夏基金,周克平
501208.SH,中欧创新未来,中欧创新未来18个月封闭运作混合型证券投资基金,中欧基金,刘金辉、邵洁、周应波
501209.SH,富久食品饮料LOF,银华富久食品饮料精选混合型证券投资基金(LOF),银华基金,焦巍
501300.SH,美元债LOF,海富通全球美元收益债券型证券投资基金(LOF),海富通基金,夏妍妍
501301.SH,香港大盘LOF,华宝港股通恒生中国(香港上市)25指数证券投资基金(LOF),华宝基金,周晶、杨洋
501302.SH,恒生指数基金LOF,南方恒生交易型开放式指数证券投资基金联接基金(LOF),南方基金,罗文杰
501303.SH,恒生中型股LOF,广发港股通恒生综合中型股指数证券投资基金(LOF),广发基金,刘杰
501305.SH,港股高股息LOF,汇添富中证港股通高股息投资指数发起式证券投资基金(LOF),汇添富基金,赖中立
501306.SH,港股高股息LOFC,汇添富中证港股通高股息投资指数发起式证券投资基金(LOF),汇添富基金,赖中立
501307.SH,银河高股息LOF,银河中证沪港深高股息指数型证券投资基金(LOF),银河基金,陈伯祯
501308.OF,银河高股息(LOF)C,银河中证沪港深高股息指数型证券投资基金(LOF),银河基金,陈伯祯
501309.SH,港股通LOF,国泰恒生港股通指数证券投资基金(LOF),国泰基金,吴向军、朱丹(休产假)
501310.SH,价值基金LOF,华宝标普沪港深中国增强价值指数证券投资基金(LOF),华宝基金,周晶、杨洋
501311.SH,新经济港股通LOF,嘉实恒生港股通新经济指数证券投资基金(LOF),嘉实基金,陈正宪、刘珈吟
502000.SH,500增强LOF,西部利得中证500指数增强型证券投资基金(LOF),西部利得基金,盛丰衍
502003.SH,军工LOF,易方达中证军工指数证券投资基金(LOF),易方达基金,张湛
502006.SH,国企改革LOF,易方达中证国有企业改革指数证券投资基金(LOF),易方达基金,林伟斌、宋钊贤
502010.SH,证券LOF,易方达中证全指证券公司指数证券投资基金(LOF),易方达基金,张湛
502013.SH,一带一路LOF,长盛中证申万一带一路主题指数证券投资基金(LOF),长盛基金,陈亘斯
502020.SH,上证50增强LOF,国金上证50指数增强证券投资基金(LOF),国金基金,宫雪
502023.SH,钢铁LOF,鹏华国证钢铁行业指数型证券投资基金(LOF),鹏华基金,罗英宇
502040.SH,上证50LOF基金,长盛上证50指数证券投资基金(LOF),长盛基金,陈亘斯
502048.SH,上证50LOF,易方达上证50指数证券投资基金(LOF),易方达基金,林伟斌、宋钊贤
502053.SH,券商LOF,长盛中证全指证券公司指数证券投资基金(LOF),长盛基金,陈亘斯
502056.SH,医疗基金LOF,广发中证医疗指数证券投资基金(LOF),广发基金,罗国庆
506000.SH,科创板基金,南方科创板3年定期开放混合型证券投资基金,南方基金,茅炜、王博
506001.SH,万家科创板,万家科创板2年定期开放混合型证券投资基金,万家基金,李文宾
506002.SH,易方达科创板,易方达科创板两年定期开放混合型证券投资基金,易方达基金,郑希
506003.SH,富国科创板,富国科创板两年定期开放混合型证券投资基金,富国基金,李元博
506005.SH,科创板博时,博时科创板三年定期开放混合型证券投资基金,博时基金,肖瑞瑾
506006.SH,汇添富科创板,汇添富科创板2年定期开放混合型证券投资基金,汇添富基金,马翔
506008.SH,科创板长城,长城科创板两年定期开放混合型证券投资基金,长城基金,陈良栋、赵凤飞
510010.SH,180治理ETF,上证180公司治理交易型开放式指数证券投资基金,交银施罗德基金,邵文婷
510020.SH,超大盘ETF,上证超级大盘交易型开放式指数证券投资基金,博时基金,尹浩
510030.SH,价值ETF,上证180价值交易型开放式指数证券投资基金,华宝基金,丰晨成
510050.SH,上证50ETF,上证50交易型开放式指数证券投资基金,华夏基金,张弘弢、徐猛
510060.SH,央企ETF,上证中央企业50交易型开放式指数证券投资基金,工银瑞信基金,赵栩
510080.OF,长盛全债指数增强债券,长盛全债指数增强型债券投资基金,长盛基金,杨哲
510081.OF,长盛动态精选混合,长盛动态精选证券投资基金,长盛基金,王宁
510090.SH,ESGETF基金,上证社会责任交易型开放式指数证券投资基金,建信基金,薛玲
510100.SH,上证50ETF易方达,易方达上证50交易型开放式指数证券投资基金,易方达基金,余海燕
510110.SH,周期ETF,上证周期行业50交易型开放式指数证券投资基金,海富通基金,江勇、纪君凯
510120.SH,非周期ETF,上证非周期行业100交易型开放式指数证券投资基金,海富通基金,江勇、纪君凯
510130.SH,中盘ETF,易方达上证中盘交易型开放式指数证券投资基金,易方达基金,刘树荣
510150.SH,消费ETF,上证消费80交易型开放式指数证券投资基金,招商基金,许荣漫
510160.SH,小康指数ETF,中证南方小康产业交易型开放式指数证券投资基金,南方基金,龚涛
510170.SH,大宗商品ETF,上证大宗商品股票交易型开放式指数证券投资基金,国联安基金,黄欣
510180.SH,上证180ETF,上证180交易型开放式指数证券投资基金,华安基金,许之彦
510190.SH,上证龙头ETF,上证龙头企业交易型开放式指数证券投资基金,华安基金,苏卿云、刘璇子
510200.SH,上证券商ETF,汇安上证证券交易型开放式指数证券投资基金,汇安基金,朱晨歌、陈欣
510210.SH,上证指数ETF,上证综指交易型开放式指数证券投资基金,富国基金,王保合、方旻
510220.SH,中小盘ETF,上证中小盘交易型开放式指数证券投资基金,华泰柏瑞基金,李茜
510230.SH,金融ETF,上证180金融交易型开放式指数证券投资基金,国泰基金,艾小军
510270.SH,国企ETF,上证国有企业100交易型开放式指数证券投资基金,中银基金,赵建忠
510290.SH,上证380ETF,上证380交易型开放式指数证券投资基金,南方基金,孙伟
510300.SH,沪深300ETF,华泰柏瑞沪深300交易型开放式指数证券投资基金,华泰柏瑞基金,柳军
510310.SH,沪深300ETF易方达,易方达沪深300交易型开放式指数发起式证券投资基金,易方达基金,余海燕
510330.SH,300ETF基金,华夏沪深300交易型开放式指数证券投资基金,华夏基金,张弘弢、赵宗庭
510350.SH,工银沪深300ETF,工银瑞信沪深300交易型开放式指数证券投资基金,工银瑞信基金,刘伟琳
510360.SH,沪深300ETF基金,广发沪深300交易型开放式指数证券投资基金,广发基金,刘杰
510370.SH,兴业沪深300ETF,兴业沪深300交易型开放式指数证券投资基金,兴业基金,那赛男、朱小明
510380.SH,国寿300ETF,国寿安保沪深300交易型开放式指数证券投资基金,国寿安保基金,李康
510390.SH,平安沪深300ETF,平安沪深300交易型开放式指数证券投资基金,平安基金,成钧
510410.SH,资源ETF,上证自然资源交易型开放式指数证券投资基金,博时基金,万琼、王祥
510440.SH,500沪市ETF,中证500沪市交易型开放式指数证券投资基金,大成基金,苏秉毅、刘淼
510500.SH,中证500ETF,中证500交易型开放式指数证券投资基金,南方基金,罗文杰
510510.SH,中证500ETF基金,广发中证500交易型开放式指数证券投资基金,广发基金,刘杰
510530.SH,工银中证500ETF,工银瑞信中证500交易型开放式指数证券投资基金,工银瑞信基金,刘伟琳、赵栩
510550.SH,方正中证500ETF,方正富邦中证500交易型开放式指数证券投资基金,方正富邦基金,张超梁
510560.SH,国寿500ETF,国寿安保中证500交易型开放式指数证券投资基金,国寿安保基金,李康
510570.SH,兴业中证500ETF,兴业中证500交易型开放式指数证券投资基金,兴业基金,那赛男
510580.SH,中证500ETF易方达,易方达中证500交易型开放式指数证券投资基金,易方达基金,余海燕
510590.SH,平安中证500ETF,平安中证500交易型开放式指数证券投资基金,平安基金,成钧
510600.SH,申万上证50ETF,申万菱信上证50交易型开放式指数发起式证券投资基金,申万菱信基金,龚丽丽、王赟杰
510630.SH,消费ETF基金,上证主要消费交易型开放式指数发起式证券投资基金,华夏基金,赵宗庭
510650.SH,金融地产ETF,上证金融地产交易型开放式指数发起式证券投资基金,华夏基金,李俊
510660.SH,医药卫生ETF,上证医药卫生交易型开放式指数发起式证券投资基金,华夏基金,李俊
510680.SH,上证50ETF基金,万家上证50交易型开放式指数证券投资基金,万家基金,杨坤
510690.SH,兴业金融ETF,兴业上证180金融交易型开放式指数证券投资基金,兴业基金,那赛男
510710.SH,上证50ETF博时,博时上证50交易型开放式指数证券投资基金,博时基金,赵云阳、汪洋
510760.SH,上证综指ETF,国泰上证综合交易型开放式指数证券投资基金,国泰基金,梁杏、谢东旭
510800.SH,50ETF基金,建信上证50交易型开放式指数证券投资基金,建信基金,薛玲
510810.SH,上海国企ETF,中证上海国企交易型开放式指数证券投资基金,汇添富基金,吴振翔
510850.SH,工银上证50ETF,工银瑞信上证50交易型开放式指数证券投资基金,工银瑞信基金,赵栩
510860.SH,兴业上证50ETF,兴业上证50交易型开放式指数证券投资基金,兴业基金,那赛男、朱小明
510880.SH,红利ETF,上证红利交易型开放式指数证券投资基金,华泰柏瑞基金,柳军、李茜
510900.SH,H股ETF,易方达恒生中国企业交易型开放式指数证券投资基金,易方达基金,成曦、余海燕
510990.SH,180ESGETF,工银瑞信中证180ESG交易型开放式指数证券投资基金,工银瑞信基金,邓皓友
511010.SH,国债ETF,上证5年期国债交易型开放式指数证券投资基金,国泰基金,王玉
511020.SH,活跃国债ETF,平安中证5-10年期国债活跃券交易型开放式指数证券投资基金,平安基金,成钧
511030.SH,公司债ETF,平安中债-中高等级公司债利差因子交易型开放式指数证券投资基金,平安基金,成钧、董俊玲
511060.SH,5年地方债ETF,海富通上证5年期地方政府债交易型开放式指数证券投资基金,海富通基金,陈轶平、陆丛凡
511180.SH,上证可转债ETF,海富通上证投资级可转债及可交换债券交易型开放式指数证券投资基金,海富通基金,陈轶平、陆丛凡
511220.SH,城投债ETF,上证城投债交易型开放式指数证券投资基金,海富通基金,陈轶平、陆丛凡
511260.SH,十年国债ETF,国泰上证10年期国债交易型开放式指数证券投资基金,国泰基金,王玉
511270.SH,10年地方债ETF,上证10年期地方政府债交易型开放式指数证券投资基金,海富通基金,陈轶平、陆丛凡
511310.SH,10年国债ETF,富国中证10年期国债交易型开放式指数证券投资基金,富国基金,朱征星
511360.SH,短融ETF,海富通中证短融交易型开放式指数证券投资基金,海富通基金,陆丛凡
511380.SH,可转债ETF,博时中证可转债及可交换债券交易型开放式指数证券投资基金,博时基金,邓欣雨
511600.SH,货币ETF,华安日日鑫货币市场基金,华安基金,李邦长、孙丽娜
511620.SH,货币基金ETF,国泰瞬利交易型货币市场基金,国泰基金,陶然、丁士恒
511650.SH,华夏快线ETF,华夏快线交易型货币市场基金,华夏基金,曲波、邓子威
511660.SH,货币ETF建信添益,建信现金添益交易型货币市场基金,建信基金,陈建良、先轲宇
511670.SH,华泰天天金ETF,华泰紫金天天金交易型货币市场基金,华泰证券(上海)资产管理,陈利(休产假)、杨义山(代)
511690.SH,交易货币ETF,大成添益交易型货币市场基金,大成基金,张俊杰
511700.SH,场内货币ETF,平安交易型货币市场基金,平安基金,田元强
511770.SH,金鹰增益货币ETF,金鹰现金增益交易型货币市场基金,金鹰基金,刘丽娟、黄倩倩
511800.SH,易方达货币ETF,易方达货币市场基金,易方达基金,石大怿
511810.SH,理财金货币ETF,南方理财金交易型货币市场基金,南方基金,蔡奕奕
511820.SH,鹏华添利ETF,鹏华添利交易型货币市场基金,鹏华基金,叶朝明、胡哲妮、张佳蕾(休产假)
511830.SH,华泰货币ETF,华泰柏瑞交易型货币市场基金,华泰柏瑞基金,郑青
511850.SH,财富宝ETF,招商财富宝交易型货币市场基金,招商基金,许强
511860.SH,保证金货币ETF,博时保证金实时交易型货币市场基金,博时基金,鲁邦旺
511880.SH,银华日利ETF,银华交易型货币市场基金,银华基金,王树丽
511900.SH,富国货币ETF,富国收益宝交易型货币市场基金,富国基金,张波、吴旅忠
511910.SH,融通货币ETF,融通易支付货币市场证券投资基金,融通基金,黄浩荣、王超、刘明
511920.SH,广发货币ETF,广发货币市场基金,广发基金,温秀娟
511930.SH,中融日盈货币ETF,中融日日盈交易型货币市场基金,中融基金,韩正宇
511950.SH,添利货币ETF,广发添利交易型货币市场基金,广发基金,温秀娟、周卓熙
511960.SH,嘉实快线ETF,嘉实快线货币市场基金,嘉实基金,张文玥
511970.SH,国寿货币ETF,国寿安保货币市场基金,国寿安保基金,桑迎
511980.SH,现金添富ETF,汇添富添富通货币市场基金,汇添富基金,温开强、徐寅喆
511990.SH,华宝添益ETF,华宝现金添益交易型货币市场基金,华宝基金,陈昕、高文庆
512000.SH,券商ETF,华宝中证全指证券公司交易型开放式指数证券投资基金,华宝基金,丰晨成、胡洁
512010.SH,医药ETF,易方达沪深300医药卫生交易型开放式指数证券投资基金,易方达基金,余海燕
512040.SH,价值100ETF,富国中证价值交易型开放式指数证券投资基金,富国基金,曹璐迪
512070.SH,证券保险ETF,易方达沪深300非银行金融交易型开放式指数证券投资基金,易方达基金,余海燕
512090.SH,MSCIA股ETF易方达,易方达MSCI中国A股国际通交易型开放式指数证券投资基金,易方达基金,FAN BING(范冰)、宋钊贤
512100.SH,中证1000ETF,南方中证1000交易型开放式指数证券投资基金,南方基金,崔蕾
512120.SH,医药50ETF,华安中证细分医药交易型开放式指数证券投资基金,华安基金,苏卿云
512150.SH,A50ETF,富时中国A50交易型开放式指数证券投资基金,汇安基金,朱晨歌
512160.SH,MSCI中国A股ETF,MSCI中国A股国际通交易型开放式指数证券投资基金,南方基金,罗文杰
512170.SH,医疗ETF,华宝中证医疗交易型开放式指数证券投资基金,华宝基金,胡洁
512180.SH,MSCIA股ETF基金,建信MSCI中国A股国际通交易型开放式指数证券投资基金,建信基金,梁洪昀
512190.SH,浙商之江凤凰ETF,浙商汇金中证浙江凤凰行动50交易型开放式指数证券投资基金,浙商证券资管,马斌博、周文超
512200.SH,房地产ETF,南方中证全指房地产交易型开放式指数证券投资基金,南方基金,罗文杰
512220.SH,科技ETF150,景顺长城中证科技传媒通信150交易型开放式指数证券投资基金,景顺长城基金,崔俊杰
512260.SH,中证500低波ETF,华安中证500行业中性低波动交易型开放式指数证券投资基金,华安基金,苏卿云
512280.SH,景顺MSCIA股ETF,景顺长城MSCI中国A股国际通交易型开放式指数证券投资基金,景顺长城基金,张晓南
512290.SH,生物医药ETF,国泰中证生物医药交易型开放式指数证券投资基金,国泰基金,梁杏、黄岳
512320.SH,工银MSCI中国ETF,工银瑞信MSCI中国A股交易型开放式指数证券投资基金,工银瑞信基金,邓皓友
512330.SH,信息技术ETF,中证500信息技术指数交易型开放式指数证券投资基金,南方基金,孙伟
512350.SH,福建ETF,兴业中证福建50交易型开放式指数证券投资基金,兴业基金,那赛男
512360.SH,平安MSCI国际ETF,平安MSCI中国A股国际交易型开放式指数证券投资基金,平安基金,成钧、钱晶
512380.SH,MSCI中国ETF,银华MSCI中国A股交易型开放式指数证券投资基金,银华基金,周大鹏
512390.SH,平安MSCI低波ETF,平安MSCI中国A股低波动交易型开放式指数证券投资基金,平安基金,钱晶
512400.SH,有色金属ETF,南方中证申万有色金属交易型开放式指数证券投资基金,南方基金,崔蕾
512480.SH,半导体ETF,国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,国联安基金,黄欣、章椹元
512500.SH,500ETF基金,华夏中证500交易型开放式指数证券投资基金,华夏基金,荣膺
512510.SH,中证500指数ETF,华泰柏瑞中证500交易型开放式指数证券投资基金,华泰柏瑞基金,柳军
512520.SH,MSCIETF,华泰柏瑞MSCI中国A股国际通交易型开放式指数证券投资基金,华泰柏瑞基金,柳军
512530.SH,沪深300红利ETF,建信沪深300红利交易型开放式指数证券投资基金,建信基金,龚佳佳
512550.SH,A50ETF基金,嘉实富时中国A50交易型开放式指数证券投资基金,嘉实基金,刘珈吟
512560.SH,军工ETF易方达,易方达中证军工交易型开放式指数证券投资基金,易方达基金,张湛
512570.SH,证券ETF易方达,易方达中证全指证券公司交易型开放式指数证券投资基金,易方达基金,张湛
512580.SH,碳中和龙头ETF,广发中证环保产业交易型开放式指数证券投资基金,广发基金,霍华明
512590.SH,高股息ETF,浦银安盛中证高股息精选交易型开放式指数证券投资基金,浦银安盛基金,陈士俊、高钢杰
512600.SH,主要消费ETF,嘉实中证主要消费交易型开放式指数证券投资基金,嘉实基金,刘珈吟、李直
512610.SH,医药卫生ETF基金,嘉实中证医药卫生交易型开放式指数证券投资基金,嘉实基金,刘珈吟、李直
512640.SH,金融地产ETF基金,嘉实中证金融地产交易型开放式指数证券投资基金,嘉实基金,刘珈吟、李直
512650.SH,长三角ETF,中证长三角一体化发展主题交易型开放式指数证券投资基金,汇添富基金,乐无穹、吴振翔
512660.SH,军工ETF,国泰中证军工交易型开放式指数证券投资基金,国泰基金,艾小军
512670.SH,国防ETF,鹏华中证国防交易型开放式指数证券投资基金,鹏华基金,张羽翔
512680.SH,中证军工ETF,广发中证军工交易型开放式指数证券投资基金,广发基金,霍华明
512690.SH,酒ETF,鹏华中证酒交易型开放式指数证券投资基金,鹏华基金,张羽翔
512700.SH,银行ETF基金,南方中证银行交易型开放式指数证券投资基金,南方基金,孙伟
512710.SH,军工龙头ETF,富国中证军工龙头交易型开放式指数证券投资基金,富国基金,牛志冬、王乐乐
512720.SH,计算机ETF,国泰中证计算机主题交易型开放式指数证券投资基金,国泰基金,艾小军
512730.SH,中证银行ETF,鹏华中证银行交易型开放式指数证券投资基金,鹏华基金,张羽翔
512750.SH,基本面50ETF,嘉实中证锐联基本面50交易型开放式指数证券投资基金,嘉实基金,陈正宪、何如
512760.SH,芯片ETF,国泰CES半导体芯片行业交易型开放式指数证券投资基金,国泰基金,艾小军
512770.SH,战略新兴ETF,战略新兴成指交易型开放式指数证券投资基金,华夏基金,余昊
512780.SH,京津冀ETF,广发中证京津冀协同发展主题交易型开放式指数证券投资基金,广发基金,霍华明
512800.SH,银行ETF,华宝中证银行交易型开放式指数证券投资基金,华宝基金,胡洁
512810.SH,国防军工ETF,华宝中证军工交易型开放式指数证券投资基金,华宝基金,胡洁
512820.SH,银行业ETF,中证银行交易型开放式指数证券投资基金,汇添富基金,过蓓蓓
512870.SH,杭州湾区ETF,南华中证杭州湾区交易型开放式指数证券投资基金,南华基金,莫志刚
512880.SH,证券ETF,国泰中证全指证券公司交易型开放式指数证券投资基金,国泰基金,艾小军
512890.SH,红利低波ETF,华泰柏瑞中证红利低波动交易型开放式指数证券投资基金,华泰柏瑞基金,柳军
512900.SH,证券ETF基金,南方中证全指证券公司交易型开放式指数证券投资基金,南方基金,孙伟
512910.SH,中证100ETF,广发中证100交易型开放式指数证券投资基金,广发基金,罗国庆
512920.SH,MSCIETF新华,新华MSCI中国A股国际交易型开放式指数证券投资基金,新华基金,邓岳、武磊
512930.SH,AIETF,平安中证人工智能主题交易型开放式指数证券投资基金,平安基金,钱晶
512950.SH,央企改革ETF,华夏中证央企结构调整交易型开放式指数证券投资基金,华夏基金,荣膺
512960.SH,央调ETF,博时中证央企结构调整交易型开放式指数证券投资基金,博时基金,赵云阳
512970.SH,大湾区ETF,平安中证粤港澳大湾区发展主题交易型开放式指数证券投资基金,平安基金,成钧、刘洁倩
512980.SH,传媒ETF,广发中证传媒交易型开放式指数证券投资基金,广发基金,罗国庆
512990.SH,MSCIA股ETF,华夏MSCI中国A股国际通交易型开放式指数证券投资基金,华夏基金,荣膺
513000.SH,日经225ETF易方达,易方达日兴资管日经225交易型开放式指数证券投资基金(QDII),易方达基金,FAN BING(范冰)、余海燕
513010.SH,恒生科技30ETF,易方达恒生科技交易型开放式指数证券投资基金(QDII),易方达基金,成曦、范冰
513030.SH,德国30ETF,华安国际龙头(DAX)交易型开放式指数证券投资基金,华安基金,倪斌
513050.SH,中概互联网ETF,易方达中证海外中国互联网50交易型开放式指数证券投资基金,易方达基金,余海燕、FAN BING(范冰)
513060.SH,恒生医疗ETF,博时恒生医疗保健交易型开放式指数证券投资基金(QDII),博时基金,万琼
513080.SH,法国CAC40ETF,华安法国CAC40交易型开放式指数证券投资基金(QDII),华安基金,倪斌
513090.SH,香港证券ETF,易方达中证香港证券投资主题交易型开放式指数证券投资基金,易方达基金,FAN BING(范冰)、宋钊贤
513100.SH,纳指ETF,纳斯达克100交易型开放式指数证券投资基金,国泰基金,吴向军、徐成城
513130.SH,恒生科技ETF,华泰柏瑞南方东英恒生科技指数交易型开放式指数证券投资基金(QDII),华泰柏瑞基金,何琦、柳军
513180.SH,恒生科技指数ETF,华夏恒生科技交易型开放式指数证券投资基金(QDII),华夏基金,徐猛
513300.SH,纳斯达克ETF,华夏纳斯达克100交易型开放式指数证券投资基金(QDII),华夏基金,赵宗庭
513330.SH,恒生互联网ETF,华夏恒生互联网科技业交易型开放式指数证券投资基金(QDII),华夏基金,徐猛
513360.SH,教育ETF,博时中证全球中国教育主题交易型开放式指数证券投资基金(QDII),博时基金,万琼
513500.SH,标普500ETF,博时标普500交易型开放式指数证券投资基金,博时基金,万琼、汪洋
513520.SH,日经ETF,华夏野村日经225交易型开放式指数证券投资基金(QDII),华夏基金,赵宗庭
513550.SH,港股通50ETF,华泰柏瑞中证港股通50交易型开放式指数证券投资基金,华泰柏瑞基金,何琦、李茜
513580.SH,恒生科技ETF基金,华安恒生科技交易型开放式指数证券投资基金(QDII),华安基金,倪斌、苏卿云
513590.SH,香港消费ETF,鹏华中证港股通消费主题交易型开放式指数证券投资基金,鹏华基金,张羽翔
513600.SH,恒生指数ETF,南方恒生交易型开放式指数证券投资基金,南方基金,罗文杰
513660.SH,恒生ETF,华夏沪港通恒生交易型开放式指数证券投资基金,华夏基金,李俊
513680.SH,恒生国企ETF,建信港股通恒生中国企业交易型开放式指数证券投资基金,建信基金,龚佳佳、吕鑫、薛锐
513690.SH,恒生高股息ETF,博时恒生港股通高股息率交易型开放式指数证券投资基金,博时基金,万琼
513700.SH,香港医药ETF,鹏华中证港股通医药卫生综合交易型开放式指数证券投资基金,鹏华基金,张羽翔
513800.SH,东京证券指数ETF,南方顶峰TOPIX交易型开放式指数证券投资基金(QDII),南方基金,崔蕾
513860.SH,港股通科技ETF,海富通中证港股通科技交易型开放式指数证券投资基金,海富通基金,江勇、陶意非
513880.SH,日经225ETF,华安三菱日联日经225交易型开放式指数证券投资基金(QDII),华安基金,倪斌
513900.SH,港股通100ETF,华安CES港股通精选100交易型开放式指数证券投资基金,华安基金,倪斌
513980.SH,港股科技ETF基金,景顺长城中证港股通科技交易型开放式指数证券投资基金,景顺长城基金,崔俊杰、张晓南
513990.SH,港股通ETF,招商上证港股通交易型开放式指数证券投资基金,招商基金,苏燕青
515000.SH,科技ETF,华宝中证科技龙头交易型开放式指数证券投资基金,华宝基金,胡洁
515010.SH,券商ETF基金,华夏中证全指证券公司交易型开放式指数证券投资基金,华夏基金,李俊、司帆
515020.SH,银行ETF华夏,华夏中证银行交易型开放式指数证券投资基金,华夏基金,李俊
515030.SH,新能源车ETF,华夏中证新能源汽车交易型开放式指数证券投资基金,华夏基金,李俊
515050.SH,5GETF,华夏中证5G通信主题交易型开放式指数证券投资基金,华夏基金,李俊
515060.SH,房地产ETF基金,华夏中证全指房地产交易型开放式指数证券投资基金,华夏基金,李俊
515070.SH,人工智能AIETF,华夏中证人工智能主题交易型开放式指数证券投资基金,华夏基金,李俊
515080.SH,中证红利ETF,招商中证红利交易型开放式指数证券投资基金,招商基金,刘重杰、王平
515090.SH,可持续发展ETF,博时中证可持续发展100交易型开放式指数证券投资基金,博时基金,万琼、汪洋
515100.SH,低波红利ETF,景顺长城中证红利低波动100交易型开放式指数证券投资基金,景顺长城基金,张晓南
515110.SH,一带一路国企ETF,易方达中证国企一带一路交易型开放式指数证券投资基金,易方达基金,刘树荣
515120.SH,创新药ETF,广发中证创新药产业交易型开放式指数证券投资基金,广发基金,罗国庆
515130.SH,沪深300ETF博时,博时沪深300交易型开放式指数证券投资基金,博时基金,万琼
515150.SH,一带一路ETF,富国中证国企一带一路交易型开放式指数证券投资基金,富国基金,王保合
515160.SH,MSCI中国招商ETF,招商MSCI中国A股国际通交易型开放式指数证券投资基金,招商基金,白海峰、王超
